source_id|display_name|core_domain|collection_scope_ids|source_roles|official_endpoint|official_documentation_url|authority_basis|channel_type|access_mode
bauhaus-archive-collection|Bauhaus Archive Collection|design-furniture|scope-seating;scope-lighting;scope-tables-storage;scope-decorative-design-objects|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://www.bauhaus.de/en/sammlung/|https://www.bauhaus.de/en/sammlung/|Official Bauhaus Archive collection channel for design objects, documents and historical records.|MUSEUM_AUTHORITY_ARCHIVE|PUBLIC_WEB
powerhouse-collection|Powerhouse Collection|design-furniture|scope-seating;scope-lighting;scope-tables-storage;scope-decorative-design-objects|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://collection.powerhouse.com.au/|https://collection.powerhouse.com.au/about|Official Powerhouse collection database for design, decorative arts, science and technology objects.|MUSEUM_AUTHORITY_COLLECTION|PUBLIC_WEB
harvard-art-museums-api|Harvard Art Museums API|design-furniture|scope-decorative-design-objects;scope-seating;scope-lighting|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://harvardartmuseums.org/collections/api|https://github.com/harvardartmuseums/api-docs|Official museum API providing object, people, provenance and exhibition metadata.|MUSEUM_AUTHORITY_API|API_KEY
te-papa-collections-api|Te Papa Collections API|design-furniture|scope-decorative-design-objects;scope-seating;scope-tables-storage|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://data.tepapa.govt.nz/docs/|https://data.tepapa.govt.nz/docs/|Official Museum of New Zealand Te Papa Tongarewa collections API.|MUSEUM_AUTHORITY_API|PUBLIC_API
design-museum-gent-collection|Design Museum Gent Collection|design-furniture|scope-seating;scope-lighting;scope-tables-storage;scope-decorative-design-objects|PRIMARY_AUTHORITY;CATALOG_REFERENCE;CULTURE_ATTENTION|https://www.designmuseumgent.be/en/collection|https://www.designmuseumgent.be/en/collection|Official design museum collection channel for Belgian and international design objects.|MUSEUM_AUTHORITY_COLLECTION|PUBLIC_WEB
nikon-product-archive|Nikon Imaging Product Archive|technology-cameras|scope-cameras-lenses|PRIMARY_AUTHORITY;CATALOG_REFERENCE|https://imaging.nikon.com/imaging/information/products/|https://imaging.nikon.com/imaging/information/products/|Official manufacturer archive for cameras, lenses and imaging products.|PRIMARY_MANUFACTURER_ARCHIVE|PUBLIC_WEB
apple-tech-specs|Apple Technical Specifications|technology-cameras|scope-personal-computers;scope-mobile-consumer-electronics|PRIMARY_AUTHORITY;CATALOG_REFERENCE|https://support.apple.com/specs|https://support.apple.com/specs|Official manufacturer technical-specification archive for Apple hardware products.|PRIMARY_MANUFACTURER_ARCHIVE|PUBLIC_WEB
science-museum-group-collection|Science Museum Group Collection|technology-cameras|scope-cameras-lenses;scope-personal-computers;scope-audio-hifi;scope-mobile-consumer-electronics|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://collection.sciencemuseumgroup.org.uk/|https://www.sciencemuseumgroup.org.uk/about-us/collection|Official UK science and technology museum collection database.|MUSEUM_AUTHORITY_COLLECTION|PUBLIC_WEB
george-eastman-technology-collection|George Eastman Museum Technology Collection|technology-cameras|scope-cameras-lenses|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://www.eastman.org/technology|https://www.eastman.org/technology|Official museum database and technology collection covering cameras, lenses and photographic equipment.|MUSEUM_AUTHORITY_COLLECTION|PUBLIC_WEB
centre-computing-history-collection|Centre for Computing History Collection|technology-cameras|scope-personal-computers;scope-mobile-consumer-electronics|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://www.computinghistory.org.uk/pages/30677/Our-Collection/|https://www.computinghistory.org.uk/pages/30677/Our-Collection/|Official specialist museum collection of computing hardware, software and ephemera.|MUSEUM_AUTHORITY_COLLECTION|PUBLIC_WEB
musee-bolo-collection|Musee Bolo Collection|technology-cameras|scope-personal-computers|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://www.museebolo.ch/en/collection/|https://www.museebolo.ch/en/collection/|Official computer museum collection focusing on historical computing equipment.|MUSEUM_AUTHORITY_COLLECTION|PUBLIC_WEB
radiomuseum-database|RadioMuseum Database|technology-cameras|scope-audio-hifi|CATALOG_REFERENCE;PROVENANCE_HISTORY;CULTURE_ATTENTION|https://www.radiomuseum.org/|https://www.radiomuseum.org/about/|Specialist historical database for radios, audio equipment, manufacturers and technical documentation.|SPECIALIST_REFERENCE_DATABASE|PUBLIC_WEB
mobile-phone-museum-catalogue|Mobile Phone Museum Catalogue|technology-cameras|scope-mobile-consumer-electronics|CATALOG_REFERENCE;PROVENANCE_HISTORY;CULTURE_ATTENTION|https://www.mobilephonemuseum.com/catalogue/|https://www.mobilephonemuseum.com/about/|Specialist museum catalogue for historical mobile phone models and manufacturers.|SPECIALIST_MUSEUM_CATALOG|PUBLIC_WEB
mobygames-api|MobyGames API|gaming-music-screen|scope-video-games-consoles|CATALOG_REFERENCE;PROVENANCE_HISTORY|https://www.mobygames.com/info/api/|https://www.mobygames.com/info/api/|Specialist structured video-game database API for titles, platforms, credits and releases.|SPECIALIST_GAME_DATABASE_API|API_KEY
igdb-api|IGDB API|gaming-music-screen|scope-video-games-consoles|CATALOG_REFERENCE;CULTURE_ATTENTION|https://api-docs.igdb.com/|https://api-docs.igdb.com/|Structured game database API covering titles, platforms, companies, releases and media.|SPECIALIST_GAME_DATABASE_API|TWITCH_OAUTH
musicbrainz-web-service|MusicBrainz Web Service|gaming-music-screen|scope-vinyl-audio-media;scope-music-instruments-memorabilia|CATALOG_REFERENCE;PROVENANCE_HISTORY|https://musicbrainz.org/doc/MusicBrainz_API|https://musicbrainz.org/doc/MusicBrainz_API|Open structured music metadata service for releases, recordings, artists, labels and identifiers.|STRUCTURED_COMMUNITY_DATABASE_API|PUBLIC_API
strong-museum-collections|The Strong Museum Collections|gaming-music-screen|scope-video-games-consoles|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://www.museumofplay.org/collections/|https://www.museumofplay.org/collections/|Official museum collection covering games, toys, electronic games and play history.|MUSEUM_AUTHORITY_COLLECTION|PUBLIC_WEB
redump-disc-database|Redump Disc Database|gaming-music-screen|scope-video-games-consoles|CATALOG_REFERENCE;INDEPENDENT_VERIFICATION|http://redump.org/|http://wiki.redump.org/index.php?title=Redump.org|Specialist preservation database for optical-disc metadata, hashes and release variants.|SPECIALIST_PRESERVATION_DATABASE|PUBLIC_WEB
afi-catalog|AFI Catalog of Feature Films|gaming-music-screen|scope-film-tv-props-posters|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://catalog.afi.com/|https://catalog.afi.com/|Authoritative film catalog with production, credits and release-history records.|INSTITUTIONAL_FILM_CATALOG|PUBLIC_WEB
imdb-noncommercial-datasets|IMDb Non-Commercial Datasets|gaming-music-screen|scope-film-tv-props-posters|CATALOG_REFERENCE|https://developer.imdb.com/non-commercial-datasets/|https://developer.imdb.com/non-commercial-datasets/|Official IMDb downloadable title, name, crew and ratings datasets under non-commercial terms.|STRUCTURED_FILM_DATASET|PUBLIC_DATASET
reverb-price-guide|Reverb Price Guide|gaming-music-screen|scope-music-instruments-memorabilia|SOLD_TRANSACTION;LISTING_SUPPLY;CATALOG_REFERENCE|https://reverb.com/price-guide|https://reverb.com/page/api|Specialist musical-instrument marketplace price guide and catalog channel.|SPECIALIST_MARKET_DATABASE|PUBLIC_WEB_AND_API
 grand-comics-database|Grand Comics Database|cards-comics-memorabilia|scope-comics-graphic-narratives|CATALOG_REFERENCE;PROVENANCE_HISTORY|https://www.comics.org/|https://www.comics.org/wiki/En:API|Long-running specialist structured comics catalog with issue, creator and publication records.|SPECIALIST_COMICS_DATABASE|PUBLIC_WEB_AND_API
scryfall-api|Scryfall API|cards-comics-memorabilia|scope-trading-cards|CATALOG_REFERENCE;PRIMARY_AUTHORITY|https://scryfall.com/docs/api|https://scryfall.com/docs/api|Structured specialist API for Magic: The Gathering card identities, sets and printings.|SPECIALIST_CARD_DATABASE_API|PUBLIC_API
pokemon-tcg-api|Pokemon TCG API|cards-comics-memorabilia|scope-trading-cards|CATALOG_REFERENCE;PRIMARY_AUTHORITY|https://docs.pokemontcg.io/|https://docs.pokemontcg.io/|Structured specialist API for Pokemon TCG cards, sets, images and market-linked fields.|SPECIALIST_CARD_DATABASE_API|API_KEY
pricecharting-api|PriceCharting API|cards-comics-memorabilia|scope-trading-cards;scope-comics-graphic-narratives|CATALOG_REFERENCE;SOLD_TRANSACTION|https://www.pricecharting.com/api-documentation|https://www.pricecharting.com/api-documentation|Commercial structured catalog and price API for games, cards and related collectibles.|SPECIALIST_MARKET_API|API_TOKEN
comic-vine-api|Comic Vine API|cards-comics-memorabilia|scope-comics-graphic-narratives|CATALOG_REFERENCE;CULTURE_ATTENTION|https://comicvine.gamespot.com/api/|https://comicvine.gamespot.com/api/documentation|Structured comics database API for issues, volumes, characters, creators and publishers.|SPECIALIST_COMICS_DATABASE_API|API_KEY
beckett-online-price-guide|Beckett Online Price Guide|cards-comics-memorabilia|scope-trading-cards;scope-sports-memorabilia|CATALOG_REFERENCE;AUTHENTICATION_CONDITION|https://www.beckett.com/online-price-guide|https://www.beckett.com/grading|Specialist price-guide and grading authority channel for sports and trading cards.|SPECIALIST_PRICE_AND_GRADING_DATABASE|MEMBERSHIP_WEB
baseball-hall-collection|National Baseball Hall of Fame Collection|cards-comics-memorabilia|scope-sports-memorabilia;scope-historical-entertainment-memorabilia|PRIMARY_AUTHORITY;CATALOG_REFERENCE;PROVENANCE_HISTORY|https://collection.baseballhall.org/|https://baseballhall.org/discover-museum/collections|Official museum collection database for baseball artifacts, archives and memorabilia.|MUSEUM_AUTHORITY_COLLECTION|PUBLIC_WEB
comc-marketplace|COMC Marketplace|cards-comics-memorabilia|scope-trading-cards;scope-sports-memorabilia|LISTING_SUPPLY;AUTHENTICATION_CONDITION|https://www.comc.com/|https://www.comc.com/terms|Specialist consignment marketplace with item-level card listings, condition and transaction context.|STRUCTURED_CARD_MARKETPLACE|PUBLIC_WEB
